swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw07utt/sw_0700_2586.utt,2/sw2586,2586,17,sd,B,6,5,"What we normally do is just, {F uh, } go ahead and clean it up,  and then, {F uh, }  {D you know, } put it in a bag  and freeze it.  /","What/WP we/PRP normally/RB do/VB is/VBZ just/RB ,/, uh/UH ,/, go/VB ahead/RB and/CC clean/JJ it/PRP up/RP ,/, and/CC then/RB ,/, uh/UH ,/, you/PRP know/VBP ,/, put/VB it/PRP in/IN a/DT bag/NN and/CC freeze/VB it/PRP ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,18,sd,B,6,6,"[ {C And, } + {C and } ] somebody takes it  home and eats it then when there's  just a couple people instead of a whole  crowd. /","And/CC ,/, and/CC somebody/NN takes/VBZ it/PRP home/NN and/CC eats/VBZ it/PRP then/RB when/WRB there/EX 's/BES just/RB a/DT couple/NN people/NNS instead/IN of/IN a/DT whole/JJ crowd/NN ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,19,sd,B,6,7,"{D Usually, }  there's a pretty good crowd there,  /","Usually/RB ,/, there/EX 's/BES a/DT pretty/RB good/JJ crowd/NN there/RB ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,20,sd,B,6,8,{C so } we don't ever catch enough to eat.  /,so/RB we/PRP do/VBP n't/RB ever/RB catch/VB enough/RB to/TO eat/VB ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,21,sd,B,6,9,Carp is usually pretty much fun.  /,Carp/NNP is/VBZ usually/RB pretty/RB much/RB fun/JJ ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,22,sd,B,6,10,"{C Because } I've caught up to about an eight pound carp on [ a little, + {D you know, } a little ] pole with twenty pound test line.  /","Because/IN I/PRP 've/VBP caught/VBN up/IN to/IN about/RB an/DT eight/CD pound/NN carp/NN on/IN a/DT little/JJ ,/, you/PRP know/VBP ,/, a/DT little/JJ pole/NN with/IN twenty/CD pound/NN test/NN line/NN ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,23,sd,B,6,11,"{C And } [ that, + that's ] a pretty good fight. /","And/CC that/DT ,/, that/DT 's/BES a/DT pretty/RB good/JJ fight/NN ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,24,sd,B,6,12,{C So } that's a lot of fun. /,So/RB that/DT 's/BES a/DT lot/NN of/IN fun/NN ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,25,b,A,7,1,Yeah.  /,Yeah/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,26,qy,A,7,2,"A real light line, real light rig? /","A/DT real/RB light/JJ line/NN ,/, real/RB light/JJ rig/NN ?/.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,27,ny,B,8,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,28,sv,A,9,1,"{D Well, } that sounds like fun. /","Well/UH ,/, that/DT sounds/VBZ like/IN fun/JJ ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,29,sd,B,10,1,They fight hard. /,They/PRP fight/VBP hard/RB ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,30,sv,A,11,1,"Fish in Colorado [ s-, + ]  different than that. -/","Fish/NN in/IN Colorado/NNP s-/XX ,/, different/JJ than/IN that/DT ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,31,bh,B,12,1,Yeah? /,Yeah/UH ?/.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,32,sd,A,13,1,Mostly trout in the mountains. /,Mostly/RB trout/NN in/IN the/DT mountains/NNS ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,33,b,B,14,1,"Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,34,qy,B,14,2,{C and } in the rivers and stuff? /,and/CC in/IN the/DT rivers/NNS and/CC stuff/NN ?/.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,35,ny,A,15,1,"Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,36,ny^r,A,15,2,"yeah,  /","yeah/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,37,sd^e,A,15,3,mountain streams and rivers. /,mountain/NN streams/NNS and/CC rivers/NNS ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,38,qy,B,16,1,Are they good to eat? /,Are/VBP they/PRP good/JJ to/TO eat/VB ?/.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,39,ny,A,17,1,"{F Uh, } yeah,  /","Uh/UH ,/, yeah/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,40,sd^e,A,17,2,"[ very. + {D Yeah, } very ]  much there, {D you know. } /","very/RB ./. Yeah/UH ,/, very/RB much/RB there/RB ,/, you/PRP know/VBP ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,41,qy,B,18,1,"{F Oh, } you mean size wise they're not very big? /","Oh/UH ,/, you/PRP mean/VBP size/NN wise/RB they/PRP 're/VBP not/RB very/RB big/JJ ?/.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,42,nn,A,19,1,"{F Um, } by and large, no.  /","Um/UH ,/, by/IN and/CC large/JJ ,/, no/UH ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,43,sd^e,A,19,2,"[ {C But, } + {C but } ]  they're big fun. /","But/CC ,/, but/CC they/PRP 're/VBP big/RB fun/JJ ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,44,b,B,20,1,Yeah.  /,Yeah/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,45,sd,B,20,2,"{D Well, } I've been, - /","Well/UH ,/, I/PRP 've/VBP been/VBN ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,46,qy,B,20,3,"is that mostly, {F uh, } fly fishing when you're doing that  /","is/VBZ that/DT mostly/RB ,/, uh/UH ,/, fly/NN fishing/NN when/WRB you/PRP 're/VBP doing/VBG that/DT",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,47,%,B,20,4,"{C or, } -/","or/CC ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,48,br,A,21,1,What? /,What/WP ?/.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,49,qy^r,B,22,1,Are you fly fishing  /,Are/VBP you/PRP fly/GW fishing/^VBG,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,50,qrr,B,22,2,{C or } are you using a bobber? /,or/CC are/VBP you/PRP using/VBG a/DT bobber/NN ?/.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,51,sd,A,23,1,"[ [ I, + I, ] + I'm ] a fly fisherman. /","I/PRP ,/, I/PRP ,/, I/PRP 'm/VBP a/DT fly/NN fisherman/NN ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,52,b,B,24,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,53,b,A,25,1,"Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,54,sd,A,25,2,"[ I, + I ] cast a ways.  /","I/PRP ,/, I/PRP cast/VBP a/DT ways/RB ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,55,sd,A,25,3,"I'm not highly  proficient,  /","I/PRP 'm/VBP not/RB highly/RB proficient/JJ ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,56,sd,A,25,4,{C but } it's fun. /,but/CC it/PRP 's/BES fun/NN ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,57,sd,B,26,1,I've never even tried that.  /,I/PRP 've/VBP never/RB even/RB tried/VBN that/DT ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,58,%,B,26,2,"My, - /","My/PRP$ ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,59,sd,B,26,3,"if I don't have a reel with a button on it, I tend to get so much backlash, it's not worth the trouble <laughter>. /","if/IN I/PRP do/VBP n't/RB have/VB a/DT reel/NN with/IN a/DT button/NN on/IN it/PRP ,/, I/PRP tend/VBP to/TO get/VB so/RB much/JJ backlash/NN ,/, it/PRP 's/BES not/RB worth/NN the/DT trouble/NN ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,60,co,A,27,1,"{D Well, } let me explain [ fly, + fly ] fishing to you then.  /","Well/UH ,/, let/VB me/PRP explain/VB fly/NN ,/, fly/NN fishing/NN to/IN you/PRP then/RB ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,61,qy^d,A,27,2,You're not casting a weight on the end of the line? /,You/PRP 're/VBP not/RB casting/VBG a/DT weight/NN on/IN the/DT end/NN of/IN the/DT line/NN ?/.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,62,ny,B,28,1,Uh-huh. /,Uh-huh/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,63,qy^d^r,A,29,1,You're casting the weight of the line. /,You/PRP 're/VBP casting/VBG the/DT weight/NN of/IN the/DT line/NN ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,64,sd,B,30,1,With the little thing on the end. /,With/IN the/DT little/JJ thing/NN on/IN the/DT end/NN ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,65,b,A,31,1,"Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,66,sd,A,31,2,"{D well, }","well/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,67,b,B,32,1,"# Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,68,sd,B,32,2,I thought it had a weight.  # /,I/PRP thought/VBD it/PRP had/VBD a/DT weight/NN ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,69,+,A,33,1,# the fly on the end weighs nothing.  #  /,the/DT fly/NN on/IN the/DT end/NN weighs/VBZ nothing/NN ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,70,sd,A,33,2,It weighs less than the line. /,It/PRP weighs/VBZ less/JJR than/IN the/DT line/NN ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,71,b,B,34,1,Oh. /,Oh/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,72,sd,A,35,1,"{C So } what you do is, you strip off, {F oh, } four, five, six little rolls, coils, of line into your hand. /","So/RB what/WP you/PRP do/VBP is/VBZ ,/, you/PRP strip/VBP off/RB ,/, oh/UH ,/, four/CD ,/, five/CD ,/, six/CD little/JJ rolls/NNS ,/, coils/NNS ,/, of/IN line/NN into/IN your/PRP$ hand/NN ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,73,b,B,36,1,# Uh-huh. # /,Uh-huh/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,74,sd,A,37,1,# {C And } # you whip the line. /,And/CC you/PRP whip/VBP the/DT line/NN ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,75,b,B,38,1,{F Um. } /,Um/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,76,sd,A,39,1,"As you whip it, over your head,","As/IN you/PRP whip/VBP it/PRP ,/, over/IN your/PRP$ head/NN ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,77,b,B,40,1,# Uh-huh. # /,Uh-huh/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,78,+,A,41,1,"# or # side to side, you slowly feed out more and more. /","or/CC side/NN to/IN side/NN ,/, you/PRP slowly/RB feed/VBP out/RB more/RBR and/CC more/RBR ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,79,qy^d,B,42,1,{F Um. }  {C So } you're fishing downstream so it will carry some? /,Um/UH ./. So/RB you/PRP 're/VBP fishing/VBG downstream/RB so/RB it/PRP will/MD carry/VB some/DT ?/.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,80,nn,A,43,1,"{D Well, } no,  /","Well/UH ,/, no/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,81,nn^r,A,43,2,no.  /,no/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,82,sd^e,A,43,3,You fish upstream. /,You/PRP fish/VBP upstream/RB ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,83,qy^d^m,B,44,1,"{F Oh, } you fish upstream? /","Oh/UH ,/, you/PRP fish/VBP upstream/RB ?/.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,84,na,A,45,1,Right.  /,Right/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,85,sd,A,45,2,{C And then } you let it carry it downstream. /,And/CC then/RB you/PRP let/VBP it/PRP carry/VBP it/PRP downstream/RB ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,86,b,B,46,1,Uh-huh. /,Uh-huh/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,87,sd,A,47,1,"{C And then } you reel it in,  /","And/CC then/RB you/PRP reel/VBP it/PRP in/IN ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,88,sd,A,47,2,{C and } you do it again. /,and/CC you/PRP do/VBP it/PRP again/RB ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,89,bf,B,48,1,"You hope that they think it's a bug [ and, +","You/PRP hope/VBP that/IN they/PRP think/VBP it/PRP 's/BES a/DT bug/NN and/CC ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,90,aa,A,49,1,"# Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,91,aa,A,49,2,exactly.  # /,exactly/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,92,+,B,50,1,# and ] eat # it. /,and/CC eat/VB it/PRP ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,93,aa,A,51,1,"Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,94,aa,A,51,2,exactly. /,exactly/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,95,b,B,52,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,96,bf,A,53,1,Jump at it.  /,Jump/VBP at/IN it/PRP ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,97,sd,A,53,2,"{F Uh, } from what I'm seeing and hearing  and all, [ the, + the ] big pattern that's really looking forward for spring is the grub pattern. /","Uh/UH ,/, from/IN what/WP I/PRP 'm/VBP seeing/VBG and/CC hearing/VBG and/CC all/PDT ,/, the/DT ,/, the/DT big/JJ pattern/NN that/WDT 's/BES really/RB looking/VBG forward/RB for/IN spring/NN is/VBZ the/DT grub/NN pattern/NN ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,98,br,B,54,1,That's a fish? /,That/DT 's/BES a/DT fish/NN ?/.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,99,nn,A,55,1,"No,  /","No/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,100,nn^r,A,55,2,no.  /,no/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,101,sd^e,A,55,3,"[ It, + it ] looks like a grub.  /","It/PRP ,/, it/PRP looks/VBZ like/IN a/DT grub/NN ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,102,%,A,55,4,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,103,bf,B,56,1,"{F Oh, } [ it's a, + it's a ] lure. /","Oh/UH ,/, it/PRP 's/BES a/DT ,/, it/PRP 's/BES a/DT lure/NN ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,104,aa,A,57,1,"Okay,  /","Okay/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,105,%,A,57,2,"whenever you, {D yeah, } - /","whenever/WRB you/PRP ,/, yeah/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,106,sd,A,57,3,"a lure, a fly. /","a/DT lure/NN ,/, a/DT fly/NN ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,107,bk,B,58,1,I see. /,I/PRP see/VBP ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,108,sd,A,59,1,"Whenever you have [ a, + ] something that looks like  something else -- /","Whenever/WRB you/PRP have/VBP a/DT ,/, something/NN that/WDT looks/VBZ like/IN something/NN else/RB --/:",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,109,b,B,60,1,Uh-huh. /,Uh-huh/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,110,sd,A,61,1,"-- {C and } it's a fly, you call it a pattern. /","--/: and/CC it/PRP 's/BES a/DT fly/NN ,/, you/PRP call/VBP it/PRP a/DT pattern/NN ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,111,b,B,62,1,Oh. /,Oh/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,112,sd,A,63,1,"{D All right, } {F uh, } {D you know, }  [ there's bumble bee patterns + --","All/RB right/JJ ,/, uh/UH ,/, you/PRP know/VBP ,/, there/EX 's/BES bumble/GW bee/^NN patterns/NNS --/:",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,113,b,B,64,1,Uh-huh. /,Uh-huh/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,114,+,A,65,1,"-- [ there's <sneezing>, +   {E excuse me. }  {F Uh, } there's ] bumble patterns, ] there's mosquito patterns, there's wasp patterns, there's grub patterns. /","--/: there/EX 's/BES ,/, excuse/NN me/PRP ./. Uh/UH ,/, there/EX 's/BES bumble/NN patterns/NNS ,/, there/EX 's/BES mosquito/NN patterns/NNS ,/, there/EX 's/BES wasp/NN patterns/NNS ,/, there/EX 's/BES grub/NN patterns/NNS ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,115,b,B,66,1,{F Um. } /,Um/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,116,%,A,67,1,"{F Uh, } /","Uh/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,117,qy,B,68,1,"Did someone just come up with this design,  /","Did/VBD someone/NN just/RB come/VB up/RP with/IN this/DT design/NN ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,118,qy^d,B,68,2,"[ {C and, } + {C and } ] you're going to make one for yourself, /","and/CC ,/, and/CC you/PRP 're/VBP going/VBG to/TO make/VB one/CD for/IN yourself/PRP ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,119,%,A,69,1,"# {F Uh, } # /","Uh/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,120,qrr,B,70,1,# {C or } # are you going to buy it? /,or/CC are/VBP you/PRP going/VBG to/TO buy/VB it/PRP ?/.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,121,sd,A,71,1,You can buy them.  /,You/PRP can/MD buy/VB them/PRP ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,122,sd,A,71,2,"{F Uh, } I've got some.  /","Uh/UH ,/, I/PRP 've/VBP got/VBN some/DT ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,123,sd,A,71,3,"{C And, }","And/CC ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,124,b,B,72,1,Uh-huh. /,Uh-huh/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,125,+,A,73,1,They seemed to have been hitting real heavy on it in Fall. /,They/PRP seemed/VBD to/TO have/VB been/VBN hitting/VBG real/RB heavy/RB on/IN it/PRP in/IN Fall/NNP ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,126,bf,B,74,1,"{F Oh, } it's just, that, that just happens to be what the fish like this year,  /","Oh/UH ,/, it/PRP 's/BES just/RB ,/, that/IN ,/, that/DT just/RB happens/VBZ to/TO be/VB what/WP the/DT fish/NN like/VBP this/DT year/NN ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,127,^g,B,74,2,huh? /,huh/UH ?/.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,128,ny,A,75,1,"Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,129,ny^r,A,75,2,yeah. /,yeah/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,130,b,B,76,1,{F Um. } /,Um/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,131,sd,A,77,1,"You know how that changes, the phase of the moon  /","You/PRP know/VBP how/WRB that/DT changes/VBZ ,/, the/DT phase/NN of/IN the/DT moon/NN",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,132,%,A,77,2,"{C and, } -/","and/CC ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,133,na,B,78,1,<Laughter>  I guess so.  /,I/PRP guess/VBP so/RB ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,134,sd,B,78,2,We tend to use just bait.,We/PRP tend/VBP to/TO use/VB just/RB bait/NN ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,135,b,A,79,1,Yeah.  /,Yeah/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,136,b^r,A,79,2,"Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,137,sd,A,79,3,"[ [ I, + I, ]","I/PRP ,/, I/PRP ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,138,+,B,80,1,"And, a few lures,  /","And/CC ,/, a/DT few/JJ lures/NNS ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,139,sd,B,80,2,"{C but } bait tends to work the best, just some blood bait. /","but/CC bait/NN tends/VBZ to/TO work/VB the/DT best/RBS ,/, just/RB some/DT blood/NN bait/NN ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,140,+,A,81,1,"{D You see, } I'm ] from west Texas. /","You/PRP see/VBP ,/, I/PRP 'm/VBP from/IN west/JJ Texas/NNP ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,141,bh,B,82,1,"{F Oh, } are you? /","Oh/UH ,/, are/VBP you/PRP ?/.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,142,ny,A,83,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,143,qw,B,84,1,Where are you from? /,Where/WRB are/VBP you/PRP from/RB ?/.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,144,sd,A,85,1,Lubbock. /,Lubbock/NNP ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,145,sd,B,86,1,"{F Oh, } I'm from Midland. /","Oh/UH ,/, I/PRP 'm/VBP from/IN Midland/NNP ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,146,bf,A,87,1,"{F Oh, } another west Texan. /","Oh/UH ,/, another/DT west/JJ Texan/NNP ./.",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,147,sd,B,88,1,"I went to college at Tech,  /","I/PRP went/VBD to/IN college/NN at/IN Tech/NNP ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,148,qy^d,B,88,2,{C so. } You've been out to  Buffalo Gap fishing. /,so/RB ./. You/PRP 've/VBP been/VBN out/IN to/IN Buffalo/NNP Gap/NNP fishing/VBG ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,149,ny,A,89,1,"Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,150,ny^r,A,89,2,yeah. /,yeah/UH ./.,,
sw07utt/sw_0700_2586.utt,2/sw2586,2586,151,b,B,90,1,Yeah.  /,Yeah/UH ./.,,
