swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw11utt/sw_1100_3419.utt,3/sw3419,3419,28,sd,B,18,2,"{C but, } {F um, } {F oh, } we've tried places, {D you know, } down, {F uh, } by the Collin Creek Mall,  /","but/CC ,/, um/UH ,/, oh/UH ,/, we/PRP 've/VBP tried/VBD places/NNS ,/, you/PRP know/VBP ,/, down/IN ,/, uh/UH ,/, by/IN the/DT Collin/NNP Creek/NNP Mall/NNP ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,29,sd,B,18,3,"the, {F uh, } {D you know, } Alvarez,  /","the/DT ,/, uh/UH ,/, you/PRP know/VBP ,/, Alvarez/NNP ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,30,sd,B,18,4,"{C and, } {F um, } {F gosh } we tried, what was across the street, El Paso's --","and/CC ,/, um/UH ,/, gosh/UH we/PRP tried/VBD ,/, what/WP was/VBD across/IN the/DT street/NN ,/, El/NNP Paso/NNP 's/POS --/:",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,31,^2,A,19,1,"{F Oh, } El Chico's or El Fenix --","Oh/UH ,/, El/NNP Chico/NNP 's/POS or/CC El/NNP Fenix/NNP --/:",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,32,+,B,20,1,"-- El Chico's or something,  /","--/: El/NNP Chico/NNP 's/POS or/CC something/NN ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,33,aa,B,20,2,"yeah,  /","yeah/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,34,aap,B,20,3,[ something -- +,something/NN --/:,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,35,+,A,21,1,"-- one,  /","--/: one/CD ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,36,b,A,21,2,uh-huh /,uh-huh/UH,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,37,+,B,22,1,"-- something ] like that,  /","--/: something/NN like/IN that/DT ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,38,b,B,22,2,"uh-huh,  /","uh-huh/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,39,b^r,B,22,3,uh-huh. /,uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,40,b,A,23,1,"Uh-huh,  /","Uh-huh/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,41,b^r,A,23,2,uh-huh.  /,uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,42,sd,A,23,3,"{D Well, } I like Tia's better than I do El Chico's or El Fenix. /","Well/UH ,/, I/PRP like/VBP Tia/NNP 's/POS better/RBR than/IN I/PRP do/VBP El/NNP Chico/NNP 's/POS or/CC El/NNP Fenix/NNP ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,43,b,B,24,1,"Yeah,  /","Yeah/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,44,b^r,B,24,2,yeah. /,yeah/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,45,sd,A,25,1,"{F Uh, } much better.  /","Uh/UH ,/, much/RB better/RBR ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,46,sd,A,25,2,"{F Uh, } Mother Mesquite's is one of our favorites  /","Uh/UH ,/, Mother/NNP Mesquite/NNP 's/POS is/VBZ one/CD of/IN our/PRP$ favorites/NNS",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,47,sd,A,25,3,"{C but } then fajitas are one of my, {F uh, } - /","but/CC then/JJ fajitas/NNS are/VBP one/CD of/IN my/PRP$ ,/, uh/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,48,sd,A,25,4,I like it better than just about anything -- /,I/PRP like/VBP it/PRP better/RBR than/IN just/RB about/RB anything/NN --/:,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,49,aa,B,26,1,"{F Oh, } yes. /","Oh/UH ,/, yes/UH ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,50,sv,A,27,1,-- {C and } they make very good fajitas there --,--/: and/CC they/PRP make/VBP very/RB good/JJ fajitas/NNS there/RB --/:,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,51,aa,B,28,1,Yes. /,Yes/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,52,+,A,29,1,"-- in their own, {F uh, } homemade flour tortillas that are just absolutely wonderful. /","--/: in/IN their/PRP$ own/JJ ,/, uh/UH ,/, homemade/JJ flour/NN tortillas/NNS that/WDT are/VBP just/RB absolutely/RB wonderful/JJ ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,53,b,B,30,1,Oh. /,Oh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,54,sv,A,31,1,Especially with butter and honey on them <laughter>. /,Especially/RB with/IN butter/NN and/CC honey/NN on/IN them/PRP ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,55,b,B,32,1,"Uh-huh,  /","Uh-huh/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,56,b^r,B,32,2,uh-huh.  /,uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,57,aa,B,32,3,"{F Oh, } I know,  /","Oh/UH ,/, I/PRP know/VBP ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,58,o,B,32,4,"[ I tell, + I tell ] you what.  /","I/PRP tell/VBP ,/, I/PRP tell/VBP you/PRP what/WP ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,59,sv,B,32,5,"[ [ They are, + they just, ] + {F um, } they're ] [ excellent, + {F uh, } excellent ] food.  /","They/PRP are/VBP ,/, they/PRP just/RB ,/, um/UH ,/, they/PRP 're/VBP excellent/JJ ,/, uh/UH ,/, excellent/JJ food/NN ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,60,sd,B,32,6,I wish I could make them here at home. /,I/PRP wish/VBP I/PRP could/MD make/VB them/PRP here/RB at/IN home/RB ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,61,aa,A,33,1,"Yes,  /","Yes/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,62,aa,A,33,2,"yes,  /","yes/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,63,sd,A,33,3,so do I. /,so/RB do/VBP I/PRP ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,64,sd,B,34,1,Just can't make those flour tortillas.  /,Just/RB ca/MD n't/RB make/VB those/DT flour/NN tortillas/NNS ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,65,%,B,34,2,"{C But, } -/","But/CC ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,66,qo,A,35,1,"{D Well, } what else do you like? /","Well/UH ,/, what/WP else/RB do/VBP you/PRP like/VB ?/.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,67,sd,B,36,1,"{D Well, } [ I love, + {F uh, } I love ] seafood -- /","Well/UH ,/, I/PRP love/VBP ,/, uh/UH ,/, I/PRP love/VBP seafood/NN --/:",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,68,b,A,37,1,Uh-huh. /,Uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,69,sd,B,38,1,"-- {C and } I notice they have {D like } [ the, + {D you know, } The ] Louisiana Purchase, {F um, }  /","--/: and/CC I/PRP notice/VBP they/PRP have/VBP like/IN the/DT ,/, you/PRP know/VBP ,/, The/DT Louisiana/NNP Purchase/NNP ,/, um/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,70,sd,B,38,2,"Razzoo's has opened up down, {D you know, } [ off of, + ] {F um, } {F um, } {F oh, } close to six thirty-five. /","Razzoo/NNP 's/POS has/VBZ opened/VBN up/RP down/IN ,/, you/PRP know/VBP ,/, off/IN of/IN ,/, um/UH ,/, um/UH ,/, oh/UH ,/, close/RB to/IN six/CD thirty-five/CD ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,71,b,A,39,1,"Yes,  /","Yes/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,72,sd,A,39,2,{D now } I haven't eaten there.  /,now/RB I/PRP have/VBP n't/RB eaten/VBN there/RB ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,73,qy,A,39,3,Have you eaten there? /,Have/VBP you/PRP eaten/VBN there/RB ?/.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,74,ny,B,40,1,Yes.  /,Yes/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,75,sd^e,B,40,2,I have eaten there.  /,I/PRP have/VBP eaten/VBN there/RB ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,76,sd*,B,40,3,"Now the only problem, - /  *[[note the setup for a negative comment]]","Now/UH the/DT only/JJ problem/NN ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,77,sd,B,40,4,I love the food.  /,I/PRP love/VBP the/DT food/NN ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,78,sd,B,40,5,It's a lot of cajun food and --,It/PRP 's/BES a/DT lot/NN of/IN cajun/JJ food/NN and/CC --/:,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,79,b,A,41,1,Uh-huh. /,Uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,80,+,B,42,1,"-- good seafood,  /","--/: good/JJ seafood/NN ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,81,sd,B,42,2,"{C but, } {F uh, } the service has always been so strange, every time I've been in there.  /","but/CC ,/, uh/UH ,/, the/DT service/NN has/VBZ always/RB been/VBN so/RB strange/JJ ,/, every/DT time/NN I/PRP 've/VBP been/VBN in/IN there/RB ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,82,sd,B,42,3,Mostly it's been at lunch time -- /,Mostly/RB it/PRP 's/HVS been/VBN at/IN lunch/NN time/NN --/:,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,83,b,A,43,1,Uh-huh. /,Uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,84,sd,B,44,1,"-- [ {C and, } + {F uh, } {C but } ] I hear at night though they have, {F uh, } {D you know, } the outdoor, {F um, } bar,  /","--/: and/CC ,/, uh/UH ,/, but/CC I/PRP hear/VBP at/IN night/NN though/IN they/PRP have/VBP ,/, uh/UH ,/, you/PRP know/VBP ,/, the/DT outdoor/JJ ,/, um/UH ,/, bar/NN ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,85,sd,B,44,2,"{C and, } {F um, } {F uh, } that's it's really, {F uh, } {D you know, } kind of lively. /","and/CC ,/, um/UH ,/, uh/UH ,/, that/DT 's/BES it/PRP 's/BES really/RB ,/, uh/UH ,/, you/PRP know/VBP ,/, kind/RB of/RB lively/JJ ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,86,b,A,45,1,Uh-huh. /,Uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,87,sv,B,46,1,"{C So, } [ it's, + it's ] really good. All their blackened grill stuff. /","So/RB ,/, it/PRP 's/BES ,/, it/PRP 's/BES really/RB good/JJ ./. All/DT their/PRP$ blackened/JJ grill/NN stuff/NN ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,88,sd,A,47,1,"{F Oh, } [ [ I, + we like, ] + {F uh, } {F uh, } for [ the cajun, + the spicy, ] we like ] Atchafalaya's out on Belt Line, in Addison -- /","Oh/UH ,/, I/PRP ,/, we/PRP like/VBP ,/, uh/UH ,/, uh/UH ,/, for/IN the/DT cajun/JJ ,/, the/DT spicy/JJ ,/, we/PRP like/VBP Atchafalaya/NNP 's/POS out/IN on/IN Belt/NNP Line/NNP ,/, in/IN Addison/NNP --/:",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,89,b,B,48,1,Uh-huh. /,Uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,90,sd,A,49,1,-- {C and } it's a good restaurant. /,--/: and/CC it/PRP 's/BES a/DT good/JJ restaurant/NN ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,91,ba,B,50,1,"{F Oh, } {D well } that sounds great. /","Oh/UH ,/, well/UH that/WDT sounds/VBZ great/JJ ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,92,sd,A,51,1,"[ {C And } fish, + for one of the best fish ] restaurants in town is either  Vincent's --","And/CC fish/NN ,/, for/IN one/CD of/IN the/DT best/JJS fish/NN restaurants/NNS in/IN town/NN is/VBZ either/DT Vincent/NNP 's/POS --/:",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,93,b,B,52,1,Uh-huh. /,Uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,94,+,A,53,1,-- there in Plano --,--/: there/RB in/IN Plano/NNP --/:,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,95,b,B,54,1,Uh-huh. /,Uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,96,+,A,55,1,"-- or, {F uh, } I believe it's a Rusty Scupper over on, {F uh, } {F uh, } Dallas Parkway --","--/: or/CC ,/, uh/UH ,/, I/PRP believe/VBP it/PRP 's/BES a/DT Rusty/NNP Scupper/NNP over/IN on/IN ,/, uh/UH ,/, uh/UH ,/, Dallas/NNP Parkway/NNP --/:",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,97,b@,B,56,1,{F Huh. }   *[[slash error]],Huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,98,+,A,57,1,"-- in Addison, which is absolutely wonderful. /","--/: in/IN Addison/NNP ,/, which/WDT is/VBZ absolutely/RB wonderful/JJ ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,99,+,B,58,1,Uh-huh. /,Uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,100,sd,A,59,1,The service is great.  /,The/DT service/NN is/VBZ great/JJ ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,101,sd,A,59,2,They have every kind of fish that you could imagine you'd want -- /,They/PRP have/VBP every/DT kind/NN of/IN fish/NN that/WDT you/PRP could/MD imagine/VB you/PRP 'd/MD want/VB --/:,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,102,b,B,60,1,Uh-huh. /,Uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,103,sd,A,61,1,"-- {C and } [ the, + the ] atmosphere is wonderful too.  /","--/: and/CC the/DT ,/, the/DT atmosphere/NN is/VBZ wonderful/JJ too/RB ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,104,sv,A,61,2,If you want a really special night out and fish food --,If/IN you/PRP want/VBP a/DT really/RB special/JJ night/NN out/JJ and/CC fish/NN food/NN --/:,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,105,b,B,62,1,Uh-huh. /,Uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,106,+,A,63,1,-- that's a good place to go. /,--/: that/DT 's/BES a/DT good/JJ place/NN to/TO go/VB ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,107,sd,B,64,1,"{F Oh } {D well, } [ I, + {F uh, } I ] have children [ and, + and ] work,  /","Oh/UH well/UH ,/, I/PRP ,/, uh/UH ,/, I/PRP have/VBP children/NNS and/CC ,/, and/CC work/VBP ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,108,sd,B,64,2,"{C and so } [ we, + {F uh, } we ] can eat a lot of fast food <laughter>. /","and/CC so/RB we/PRP ,/, uh/UH ,/, we/PRP can/MD eat/VB a/DT lot/NN of/IN fast/JJ food/NN ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,109,ba^m@,A,65,1,"Fast food, {D well, } I can understand that.  /  *[[two utts]]","Fast/JJ food/NN ,/, well/UH ,/, I/PRP can/MD understand/VB that/DT ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,110,sd,A,65,2,I can remember when our children were small. /,I/PRP can/MD remember/VB when/WRB our/PRP$ children/NNS were/VBD small/JJ ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,111,b,B,66,1,Uh-huh. /,Uh-huh/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,112,sd,A,67,1,"We lived in the Chicago area at the time,  /","We/PRP lived/VBD in/IN the/DT Chicago/NNP area/NN at/IN the/DT time/NN ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,113,sd,A,67,2,{C and } we had a lot of McDonalds --,and/CC we/PRP had/VBD a/DT lot/NN of/IN McDonalds/NNP --/:,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,114,b,B,68,1,Yeah  /,Yeah/UH,,
sw11utt/sw_1100_3419.utt,3/sw3419.pos,3419,115,x,B,68,2,<laughter>.,./.
sw11utt/sw_1100_3419.utt,3/sw3419,3419,116,+,A,69,1,-- when they were first coming out. /,--/: when/WRB they/PRP were/VBD first/JJ coming/VBG out/RB ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,117,ba,B,70,1,<Laughter> I know. /,I/PRP know/VBP ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,118,sd,A,71,1,I can't look a McDonalds in the face now. /,I/PRP ca/MD n't/RB look/VB a/DT McDonalds/NNP in/IN the/DT face/NN now/RB ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,119,aa,B,72,1,"[ I, + I know, ]  /","I/PRP ,/, I/PRP know/VBP ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,120,sd,B,72,2,"[ I, + I'm ] so sick of McDonalds, /","I/PRP ,/, I/PRP 'm/VBP so/RB sick/JJ of/IN McDonalds/NNP ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,121,x,A,73,1,<Laughter>.,,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,122,sd,B,74,1,"{C and } [ we used to eat there, + we used to eat there ] all the time.   /","and/CC we/PRP used/VBD to/TO eat/VB there/RB ,/, we/PRP used/VBD to/TO eat/VB there/RB all/PDT the/DT time/NN ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,123,sd,B,74,2,"{C And, so } now [ [ we, + we, ] + we ] branch out at this Wendy's or <laughter> some other fast food joint. /","And/CC ,/, so/RB now/RB we/PRP ,/, we/PRP ,/, we/PRP branch/VBP out/RP at/IN this/DT Wendy/NNP 's/POS or/CC some/DT other/JJ fast/JJ food/NN joint/JJ ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,124,sv,A,75,1,"<Laughter>  {D Well, } Taco Bueno's good <laughter>. /","Well/UH ,/, Taco/NNP Bueno/FW 's/BES good/JJ ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,125,sv,B,76,1,"{F Oh } [ and, + and ] cheap too. /","Oh/UH and/CC ,/, and/CC cheap/JJ too/RB ./.",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,126,b^m,A,77,1,"And cheap,  /","And/CC cheap/JJ ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,127,b^m^r,A,77,2,and cheap. /,and/CC cheap/JJ ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,128,b,B,78,1,"Yeah,  /","Yeah/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,129,sd,B,78,2,"[ {C but, } + {C but } ] the kids, they've got those expensive tastes  /","but/CC ,/, but/CC the/DT kids/NNS ,/, they/PRP 've/VBP got/VBD those/DT expensive/JJ tastes/NNS",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,130,sd,B,78,3,"{C so, } {F uh, } they like Tia's  /","so/RB ,/, uh/UH ,/, they/PRP like/IN Tia/NNP 's/POS",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,131,sd,B,78,4,{C so } they can sit down --,so/IN they/PRP can/MD sit/VB down/RB --/:,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,132,b,A,79,1,"Yes,  /","Yes/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,133,b^r,A,79,2,yes -- /,yes/UH --/:,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,134,+,B,80,1,-- and all that good kind of stuff. /,--/: and/CC all/PDT that/DT good/JJ kind/NN of/IN stuff/NN ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,135,b^r,A,81,1,-- yes.  /,--/: yes/UH ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,136,ba,A,81,2,Sounds like my grandchildren. /,Sounds/VBZ like/IN my/PRP$ grandchildren/NNS ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,137,b,B,82,1,"Yeah,  /","Yeah/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,138,ba,B,82,2,I know.  /,I/PRP know/VBP ./.,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,139,sd,B,82,3,"[ [ They, + they, ] + they're ] just spoiled rotten,  /","They/PRP ,/, they/PRP ,/, they/PRP 're/VBP just/RB spoiled/JJ rotten/RB ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,140,%,B,82,4,"[ {C but, } + {F uh, }","but/CC ,/, uh/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,141,x,A,83,1,<Laughter>.,,,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,142,+,B,84,1,"{C but, } ] no,  /","but/CC ,/, no/UH ,/,",,
sw11utt/sw_1100_3419.utt,3/sw3419,3419,143,sd,B,84,2,"[ I, + {F uh, } {F uh, } we ] love to eat out,  /","I/PRP ,/, uh/UH ,/, uh/UH ,/, we/PRP love/VBP to/TO eat/VB out/RP ,/,",,
